Hashtag,Tweet1,Tweet2,Tweet3,Tweet4,Tweet5,Tweet6,Tweet7,Tweet8,Tweet9,Tweet10,Tweet11,Tweet12,Tweet13,Tweet14,Tweet15,Tweet16,Tweet17,Tweet18,Tweet19,Tweet20,Average Likes,Summary
#marshelicopter,Primeira imagem do helicóptero Ingenuity em vôo no planeta Marte. Essa é sua sombra no chão. #MarsHelicopter https://t.co/YJ4nvpQLQg,"BREAKING: NASAs Ingenuity just became the first spacecraft to fly on another planet. #MarsHelicopter
 https://t.co/1VFgzNkmFY",La NASA nos comparte el VÍDEO COMPLETO del vuelo del #MarsHelicopter #Ingenuity  en Marte. https://t.co/21xwwkZ72m,Some of the first images are in from @NASAPersevere showing Ingenuity during and after its 3-meter-high flight on A https://t.co/9xfwXbKjBP,#MarsHelicopter https://t.co/XzdzwXkLnX,"Pendant ce temps, sur Mars, on fait voler un drone venu d'une autre planète. #MarsHelicopter #Ingenuity 
On n'a enc https://t.co/bkGf90kO5U","Acaban de llegar nuevos fotogramas del despegue del Ingenuity #MarsHelicopter de hoy, y simplemente, es alucinante. https://t.co/SuZC3VrFPL","And above all, teamwork! Some feats are only impossible if we go alone. It is when we work together, we achieve great things. #MarsHelicopter https://t.co/FDdXgja0xE",In which the #MarsHelicopter does a little mid-air pirouette https://t.co/JSttGsyM9t,This gives us amazing hope for all of humanity. I couldnt be more proud. #MarsHelicopter #DareMightyThings https://t.co/YGw5YxaCQE,"Un objet volant non identifié dans le ciel de Mars, d'origine extramartienne : #MarsHelicopter filmé par le rover. Le GEIPAN local est submergé d'appels et certains ufologues martiens peu scrupuleux seraient déjà en train de collecter des fonds pour nous construire une ambassade. https://t.co/CIdkG50EEo","'Maharet' havaland, bir baka gezegendeki ilk motorlu hava arac uçuu yapld  #MarsHelicopter https://t.co/sNYoEcWmsD","Ingenuity: helicóptero faz voo histórico na superfície de Marte; assista! #MarsHelicopter #OlharDigital
https://t.co/WSkOy2wVJm","Take a minute, sit back, and watch a small helicopter take to the Martian skies for the first time in human history.

#MarsHelicopter #Ingenuity #DareMightyThings https://t.co/kyoGVwAYg2","Today, our greatest American name brand, @NASA , invented flight on another planet [#Mars] with their #MarsHelicopter . Wilbur and Orville are high-five-ing somewhere. https://t.co/mFLUP8p1pD",Technology wins. Congratulations to @NASA on the first #MarsHelicopter flight. I am proud that Ukrainian Ihor Panch https://t.co/9yHK52XPHC,"Absolutely *stunning* photo of #Ingenuity taken today by @NASAPersevere!

It's amazing to watch them grow into fully-fledged aircraft 

#MarsHelicopter https://t.co/6iQJbQ2A8j","#Ingenuity chief engineer Bob Balaram says future #MarsHelicopter could be 25-30 kg, capable of carrying 4 kg (10 lbs) of science experiments. Packaging of blades would be ""awkward"" for space copters bigger than that.",.@NASA #MarsHelicopter makes history as first vehicle to fly on another planet. #Ingenuity has lifted off #Mars su https://t.co/QRqkFxTKr7,Congratulations to the #MarsHelicopter team on your historic flight! We're proud to support the project from the ve https://t.co/ijMRrvZLMh,487.05,Small helicopter take to the Martian skies for the first time in human history
#supermoon,A hazy #Supermoon shining over the campus of @msstate. #mswx @matt_laubhan @JoelYoungTV @WeatherManKG @VAlonsoWCBI https://t.co/BGJ9b2EEwv,"The Super Pink Moon, the brightest April full moon, was a celestial treat and stunning experience for sky watchers https://t.co/93D5O4xIdB","The #Market likes to hype the #supermoon phenomenon, so as this #Gold related sponsored post! https://t.co/i3zKA5pVPc These other companies have announced the discovery of a substantial gold zone at the companys mile target. Check disclaimer on profile and landing page.",The #FullMoon this morning #HatfieldKY @WYMT @brobwx @PaigeWYMT @JoshFitzWx @SpencerWeather @spann @Kentuckyweather @WLKYChris @AndrewWMBF @AllisonWeather @JimWKYT @weatherchannel @AMHQ @JimCantore  #kywx #sekywx #Supermoon #SuperPinkMoon https://t.co/F8F0a690f0,"No squirrels tonight, I'll just bark at the moon, the super moon #CorgiCrew #Corgi #beakerthecorgi #Supermoon https://t.co/F8WfSqzkJm",LOOK  UP: The #PinkSupermoon is out over #LasVegas. #PinkMoon #SuperMoon  https://t.co/s2rKUrGULM,"#Patience paid off, plus have good company. 02:10 &amp; alls well. Cool night, cloudy, but managed to get a few captures of #SuperPinkMoon. #hope yall have a wonderful night &amp; great day tomorrow. Keep safe &amp; #BeKind all. #nightphotography #moon #husky #PinkSupermoon #Supermoon https://t.co/Vi9EYCGSXa","Last nights #supermoon  in #Istanbul wandering over #Süleymaniye Mosque. 
#pinkmoon2021 https://t.co/GEbNarfg3v","The moon is my loyal companion, this palm tree cool af too  #supermoon #moon https://t.co/9A5bn8AV3F",So... a non-pink pink supermoon thats pink... well that made sense. Thanks @BenJamesPhotos smashed it! @itvlondon #Supermoon #PINKMOON #pinksupermoon #weatherphotos https://t.co/cO3323IjMB,"Standing in between an April  #Supermoon and #sunrise.
I have neither the equipment or skills to capture them perfectly on camera .. or do them justice .. but just being there was more than enough .. so unbelievably beautiful. https://t.co/UMXQSqLhGR","Its a bird,
Its a plane,
Its #supermoon!  https://t.co/gdWZ2IoOir",I thought the moon looked extra beautiful tonight #Supermoon,"""Pink Moon"" over Austin captured by KVUE's John Gusky. Learn more: https://t.co/uxeIZshw9J  #PinkMoon #supermoon https://t.co/udmMMjnKKu","#PINKMOON #Supermoon 

I love this shot!  

: Jessica Rose https://t.co/m029Sms80Q",With benefic Venus square Saturn this is not a good time to begin a new relationship  new ones begun now are likel https://t.co/wOAZ1ehpMc,Got a great shot of tonight's supermoon.. #Supermoon #Supermoon2021 https://t.co/pu631uQTqK,"Rise of tonights #Supermoon in #Seattle. #wawx

@NWSSeattle @KClarkWx @ScottSeattleWx @westseattleblog https://t.co/s4DYty40Kf",why isnt it pink i want a refund #pinkmoon #supermoon https://t.co/JdaCu51zwK,"#Selfie #SuperMoon 
alone with the moon
atone as you croon
about your despair
let the moon be your pair
as you breath your last breathe
pray hard its peaceful
wish hard its old school
respected,not despised 
retained,not revised 
and oh yeah
w/ your eyes
and your soul
wide open https://t.co/tc0zpIZira",50.5,Super Pink Moon  2021
#myanmar,"News on #Myanmar | A representative of Myanmar's civilian government in exile on Friday called on other countries, https://t.co/gmQVduU086","Comprehensive analysis on data leaks of #Myanmar businesses by  @DDoSecret @donk_enby 

See investigations on Coup- https://t.co/BNWcWm17BO","IMPORTANT 

Please urge your local gov NOT to accept the #Myanmar Juntas replacement of incumbent ambassadors in your country.

#WhatsHappeningInMyanmar 
#MilkTeaAlliance 

See examples in Quote Tweet
[ Thread ] https://t.co/W2wmuPOUlN https://t.co/OoBWFot5m7",The residents of the ancient kingdom of #Pegu or Bago (centuries b4 #Myanmar was invented as a state) display treme https://t.co/Q9UlCIZCSt,"UNPRECENDENTED AND SIGNIFICANT:  
For the first time since independence in 1948 #Myanmar's ethnic majoritarian society and armed ethnic nationality groups are coming together to fight the Common Enemy, formerly the gov troops, now terrorists.
https://t.co/FIy3j40adu  @nslwin","Tedim, Chin State: just happened 12:10am

Terrorists (#Myanmar security forces) raided houses, opened gunfire and a https://t.co/yiv3ABhNIx","Speaking with the #BBC about military atrocities in the  attacks on protesters in #Bago, #Myanmar, and how the international community should react, recorded on April 10. #SaveMyanmar #WhatsHappeningInMyanmar @hrw   https://t.co/zS2Uwz6Azs via @YouTube","Death Penalty has no place in 21st century.
But 23 protesters were received death sentence with penal code 396 for https://t.co/zqCB3NkmGO","Phal Khone
Let the stars shine on the ground
Let the days shine for #Myanmar 
#WhatsHappeningInMyanmar #Apr11Coup
#FlashStrike https://t.co/6Gfxea8hZh","The town of Kanyut Kwin, #Bago, has protesting daily against the military junta, including today (Apr 11). The protesters called for a federal democratic union and equal rights for all the ethnic groups in #Myanmar. #WhatsHappeningInMyanmar https://t.co/hUZSTxobtJ","If you know people who want to support the fight for freedom in #Myanmar, please direct them here: https://t.co/hHlnAhFeg4

There are several fundraisers to choose from, and all of them are vetted for legitimacy, and conducted to protect the security of recipients. https://t.co/Uu158nfRIo","To #Myanmar/#Burma friends protesting in London today - I am very much with you in spirit

I'm unfortunately unable to join you because I have important meeting today about the crisis in Burma/Myanmar - so even though I'm not marching with you today, I'm always working with you https://t.co/XJIqNEwNW7","#Myanmar Youths Call for Boycott of Traditional Water Festival to Defy Junta, Honor Those Slain https://t.co/riFEX8BjnP",Children and families are deeply affected by the political situation and the looming humanitarian crisis. We are happy to help alleviate the situation  for some of those affected #myanmar #WhatsHappeninglnMyanmar @udviklingsmin @JeppeKofod https://t.co/wQCYFdj9vK,"Today, @RepMcCaul &amp; @RepGregoryMeeks discuss the pro-democracy movement in #Myanmar. Tune in to the special https://t.co/SvbRjpPoUe",The military junta in #Myanmar is totally insane. They don't know what they're doing anymore. This gang of murderer https://t.co/Id0YiHkRHj,.@SGX-listed Emerging Towns &amp; Cities appointed @Nexia_Intnl as independent reviewer of payments to #Myanmar army's https://t.co/KU3JEGg5O5,A harrowing account of a young engineer who managed to escape a brutal attack on his life shows the bravery of youn https://t.co/GnoYXCDQJw,Death Penalty has no place in 21st century. But 23 protesters were received death sentence with penal code 396 for https://t.co/skV3F7KCSp,"Still tougher tone from #UN Special Envoy to #Myanmar,  who is being kept waiting by Tatmadaw. Certainly #China and https://t.co/VfbdLggqR8",367.4,"Where is Myanmar? Myanmar, also known as Burma, is in South East Asia. It neighbours Thailand, Laos, Bangladesh, China and India."
#DaunteWright,"Just so we understand, the official explanation is that the ofcr who pulled over #DaunteWright for an expired tag only meant to shoot disabling electrical currents through his body.",The murder of #DaunteWright is rooted in white supremacy and results from the intentional criminalization of Black https://t.co/vjkmBZJ0KM,"Expired license plates. Air freshener hanging from the mirror. A counterfeit $20 bill. 

I am so tired of the excus https://t.co/UDriO39CyX",Even stopping #DaunteWright for expired tags was wrong. So was demanding that he get out of his car. And mistaking her gun for a taser?! Gimme a break. How was she trained? Why are armed police making traffic stops anyway? Would he have been killed if he were white?,The cop who killed #DaunteWright because she allegedly cant distinguish between a gun and Taser is PRESIDENT OF TH https://t.co/YIjGmsAqYz,"WHY IS BLACK LIVES MATTER LYING?

#DaunteWright did not get pulled over for having air freshener in his car.

He ha https://t.co/LTXRg90OCJ","There has to be a better way. 

If there isnt then we gotta make one.

#DaunteWright",I just found out that the officer who murdered Daunte Wright was in the police force for 25 years and a police trainer. You know damn well that this was not an accident. I demand justice for #DaunteWright. #BlackLivesMatter,"Listening to Naisha Wright, Daunte Wrights aunt, on CNN right now and its heartbreaking. You can feel her grief in real time. My familys blood is on their hands! she says through tears of the Brooklyn Center Police. #DaunteWright","#DaunteWright
Just 20 years old. 
A father. 
Unarmed, killed by police, and left on the street.
There must be accou https://t.co/bJS0TxTZPa","I hate it when #falsenarratives are perpetrated on  @Twitter, one is that  #DaunteWright was stopped and subsequent https://t.co/0Qnbi0jhFE","The ""officer"" who murdered #DaunteWright is Kimberly Potter, who has been with the Brooklyn Center Police Department for 26 years. 

Do you believe after 26 years in law enforcement, this woman didn't know the difference between a taser and a gun?

#WhenKarensKill https://t.co/M4Ceqhqsla","Since the tl is active, here's an informational thread about #DaunteWright

Daunte Wright was a young 20 year old b https://t.co/hqlCNb4eFF",This back-and-forth yesterday about expired tags had me  in real time. #DaunteWright https://t.co/7JaIzDORk3,Please be thoughtful and sensitive about what you share regarding the #DaunteWright murder. It is important to show https://t.co/hbxkSfZF4f,"How do we know the #DaunteWright shooting has anything to do with race or racism (systemic or otherwise)? Easy -- we really don't.

Why are people *determined* to believe this in the absence of evidence? That's a more complicated question to answer.

https://t.co/zWtSEr4Z2s https://t.co/hXFmLrX2Ix","A tragic mistake, but thats still not acceptable. Theres so many layers to this tragedy! Make the taser a different colour to the handgun so police know what weapon they have drawn for, but that would take away your fear and they dont want that. #DaunteWright",Protesters marched in uptown NYC earlier today for #DaunteWright. Protesters tried to march on the George Washingto https://t.co/wOVF4SVlk4,"#LIVE: Protests Over #DaunteWright Killing Defy Minnesota Police Curfew

https://t.co/MEGOzaYlKQ",The city of Brooklyn Center (near Minneapolis) is putting up concrete barricades at the police station following ma https://t.co/f9CtodOPZW,5007.8,#DaunteWright
#supermoon,"Well, it is the year of the werewolf, so it makes sense that we have a rare, pink #SuperMoon tonight! https://t.co/IEWx0uYoWd","The moon is so beautiful tonight. I wonder if it is visible in ghost valley and pyeonggang and dal are watching it too. Thinking about them makes me emotional. 
ctto 
#Supermoon https://t.co/7lYULSE6sQ","This #TimelapseTuesday, to celebrate last night's #Supermoon, here's the conservation of the painting Moon by James Nasmyth. The painting was created from hundreds of observations of the moons surface and was first exhibited at the Great Exhibition in 1851. 1/9 https://t.co/LDPrL3tT6T","Stunning images of the #Supermoon over NYC, Paris &amp; Sydney https://t.co/G77sUxzo9c","The #PINKMOON rising 

#Supermoon #FullMoon #moon #MOONSHOT #lake #Reflection #yeg #MondayMood #photography https://t.co/ZjUfSJgmjP","Pink Supermoon and the Sky
April 27, 2021
Iriga City, Camarines Sur

Photographs by yours truly, AMETHYST CLAUDIA M. MORAN (Fashion and Photography by Amethyst)

Gear used: CANON 70D

#FashionAndPhotographyByAmethyst 
#PinkSupermoon
#Supermoon
#Sky
#April27 https://t.co/vAibVhSXle https://t.co/BC9LekxbEB","Full pink supermoon near Rochester NY.
@News_8 @john_kucko @FoxRochester @StormHour @I_LOVE_NY @WHEC_SPensgen @whec_rcaniglia @13WHAM @SPECNewsROC @DandC @VisitRochester @wnywxguy @Wxandgardenguy #Supermoon https://t.co/Q2nuf8Ztns",#Supermoon #PINKMOON It was extraordinary yesterday evening &amp; is even better this morning! @AlysonMeadowcr1 https://t.co/oqNTQ4nmR0,"Tonights pink #supermoon rising over Mica Peak near Spokane, Washington.  
#moon https://t.co/XezAFnqhkA",My view of the #PinkMoon on this breezy Monday evening. Moonlight filtered through clouds = spooky &amp; spectacular!  https://t.co/mv4TcnIRwK,#Supermoon over our pond tonight! (*-*) https://t.co/Ul4FKOOrwH,"So what do you think?? 
I just love my new sexy camera! 
It allows me to capture anything I want beautifully! No special lens, just a tripod 
#FullMoon #Supermoon https://t.co/ScVZrXyZ5U","Last night's moon shining super bright #ely #cambridgephotographer #cambridgeshire #moon #supermoon
@SpottedInEly @StormHour https://t.co/JrAXDAqiRG","Incredible skies over Garden of the Gods and Colorado Springs, CO Monday evening! 

: Profound Elements Photography, LLC

#cowx #ColoradoSprings #FullMoon #Supermoon #PinkSupermoon #PinkMoon https://t.co/lnHl6atCtI","Whos up for the first #supermoon of #2021 ? 

#Moon over #MiamiBeach
 #PinkMoon #nightsky #telescope https://t.co/MGw4cREoz2","Weird things will be happening in #Miami tonight!  #Supermoon #MiamiBeach #onlyindade #miamivibes
 https://t.co/9Hek0yvtoR","Pink Super Moon over Harold,KY @PaigeWYMT @SpencerWeather @nwsjacksonky @BobVanDillen @brobwx @sekywx https://t.co/0UdSZjF5oS",tonights #supermoon :) https://t.co/qmXpyor2je,Awoooo! Go outside look up  #Supermoon #PINKMOON https://t.co/bixEFHe9pK,"I took a pic of last nights Super Moon! The level of detail was amazing!!!

#supermoon2021 #Supermoon https://t.co/NR1SPoomeh",27.05,"From april 26th and 27th the world could see the Supermoon, that happens when the full moon get to the closest position to the Earth."
#dogecoin,"Stay motivated #dogearmy, 

No matter what happens, we HODL

#dogecoin","#Dogecoin nearly hit $0.08 today, we are close to reaching our ATH again. Keep pumping, keep believing",The biggest whale wallet (possibly @RobinhoodApp) sold off 100 million #dogecoin today  #dogetothemoon #doge #DoOnlyGoodEveryday #DogecoinRise,"I wish everyone holding #dogecoin a great day! 
And if you aren't holding any, what are you waiting for!?
Love my #doge peeps 
#Dogecoinarmy #DogecoinRise https://t.co/OBKoCYLkZL","Based on much engagement, so activity, and many following, top Dogecoin 1-week influencers include:
@dogecoin_rise https://t.co/mbx6ooQOfC","A true boss buys more #dogecoin, and holds it.","Who wants to see #dogecoin at 10c? 

RETWEET! 
#dogetothemoon",The REAL Reason #Dogecoin is ABOUT TO SPIKE LIKE CRAZY  https://t.co/CudDWDYrXY via @MattWallace888  @YouTube #DogecoinToTheMoon,"$DOGE is up 15%
$BTC is down 1% 

It is clear what the worlds future currency will be 

#Dogecoin",I suspect we will see #dogecoin trending today,#Dogecoin up +25% for the week and +31% for the month,0.08 is the new floor! #Dogecoin,"Me telling people to buy #dogecoin 
Then:                              Now: https://t.co/0RItnYJpzd",#dogecoin still holding strong!,#Dogecoin jumped up a cent this last week. If it keeps this pace for the rest of the year we can end the year at 45 cents. #Doge #Optimism,It was a great #dogecoin weekend. Off to the moon,@TheEllenShow We have teamed up with @stevens_nation in creating our #AxeALS #Dogecoin Challenge Coin. We want Eric https://t.co/GmZUVqXC7y,"Easier to jump onboard the rocketship now. Harder to get on once we have liftoff. #Dogecoin 
",Never thought Id be so excited to see 8 pennies #doge #dogecoin #dogecointoadollar https://t.co/tRraKBRqMJ,If you could direct deposit into a #Doge account and pay all your bills with #DogeCoin would you?,182.35,"Rising of Dogecoin, a criptocoin."
#supermoon,Who captured last night's #Supermoon? Send us your best shots! #PinkMoon https://t.co/dVIaTeaLQQ,"The #PinkMoon sets over Belvelly Castle, Great Island, County #Cork before sunrise 

This months full Moon is also a #Supermoon - meaning its full at its closest approach to Earth - appearing 15% brighter than average!

Prints available at https://t.co/MVegJhCiww https://t.co/khhiaiiDJm","CRYSTALS FOR SCORPIO FULL MOON

Amethyst  Helps make decisions. Has a strong spiritual vibration.
Labradorite  https://t.co/X6qeEarZQy",Moonrise ~7:45 pm Pacific Daylight Time #Supermoon https://t.co/0ORSvElFOX,Incredible shot of the todays beautiful super pink moon from Walnut Creek Access in Erie. (: Brian Matthews) https://t.co/xOq2r2WACP,"WOW! Full Pink Supermoon seen tonight from Cleveland, Minnesota. Photo courtesy of Krystal Grisim. #Supermoon #Space https://t.co/dVf3SmG45w","And thats that. 
#SailorMoon 
#Supermoon 
#
# https://t.co/2d4NGVxbS1",CHECK OUT THE #SUPERMOON! This is over Old Hickory Lake in Mount Juliet taken by Tanya! Did you see it? Please send https://t.co/vUBHcqy8si,"The first #Supermoon of 2021, over @NASA_Langley. 

: Ken Dudley https://t.co/nXyLRYdsqk","Hidden dynamics in relationships may be revealed at the Full Supermoon in deep &amp; complex Scorpio (sex, money, power https://t.co/hakd9UmowQ",Find out how I captured the huge #Supermoon #PINKMOON over Blackpool Tower by watching my video here https://t.co/4SFPckZrYg https://t.co/4VBBxC3qXB,This is my shitty iPhone photo of the #SuperMoon. Go outside and check it out. Its amazing. And worth it.  https://t.co/Vi1wmsJu1j,Last night's #Supermoon @NBCNews @NBCNewYork @MSNBC https://t.co/sTVKxFxGib,"A photographer composes his camera to make a picture of the Pink Super Moon at Hidden Lakes Park in Martinez, Calif https://t.co/YLyzU9i4yw","moon today 
#FullMoon #Supermoon https://t.co/tF1Z94v5Zv",I could get used to this. Last night's #Supermoon Video by @FaithKanja https://t.co/AWab2TUSpg,Cloud cover here at the Forecast Office in #Monterey blocked our view of the rising Pink #supermoon. But those clou https://t.co/dtBLBB2HEL,Last night's #Supermoon   https://t.co/Mkfx4ZP4vG,#Supermoon looking amazing tonight! #shotongalaxy #GalaxyS21Ultra https://t.co/0C8xuxHcTr,"We will show them Our Signs in the universe, and in their own selves, until it becomes manifest to them that this ( https://t.co/JpflYHTo7V",87.85,Full Supermoon 2021
#DOYOUNG,"[PRESS] 210413 DOYOUNG for the May 2021 issue of W Korea

https://t.co/4UJA7YNes1

#NCT127 #DOYOUNG @NCTsmtown_127 https://t.co/b0sQSQlyzC","[OFFICIAL] 210413 #DOYOUNG (do0_nct) Instagram Update  



https://t.co/oYUiLHyXHK

@NCTsmtown_127 #NCT127 https://t.co/Chc10m5zdL","T G I D 

 date : 16/04/2021
 theme : Doyoung Outfit Stage

#NCT #DOYOUNG # #NCT_DOYOUNG #NCT_ #DoyoungYouAreLoved #NCT127 @NCTsmtown_127 https://t.co/XDBrRw7mo4","Our favorite siblings #NCT #Doyoung and actor #GongMyung officially pose for W Korea May 2021 issue

#KoreanUpdates https://t.co/1bdIhQuYyJ",#DOYOUNG: can't help falling in love https://t.co/OMH3DC24J4,"-  
   

 https://t.co/tB9GhSQYbS

#__ # #DOYOUNG https://t.co/dS6bSaoUL3","look at him being so happy about the news and being excited in trying something new. he'll be practicing hard and he knows that fans have faith in him. i know you can do it doyoung-ah~ im  proud of you already 

DOYOUNG MUSICAL ACTOR 
#NCT # #DOYOUNG
@NCTsmtown_127 https://t.co/Z3alI4tdNr","200415 Doyoungs article about his participation on 2021 BECOMING ONE AGAIN NOW"" for SBS Hope TV

Press like, reco https://t.co/m4tR3XuIRZ","Q: Do I like pineapples on my pizza?

then 
: haha If it has pineapple on it, Ill eat it haha 

now
: Anti Hawaiian Pizza 

#DOYOUNG # #
@treasuremembers https://t.co/SJK5tmezsE","Doyoung with his another level of concepts, again  

#DOYOUNG # #
@treasuremembers https://t.co/q43GjBmWRO","SLOWACID X TEDDYISLAND 
2021 COLLECTION 02
#DOYOUNG X #JAEHYUN https://t.co/XiKpkeImZi","210413 
quick digital study

#DOYOUNG # https://t.co/9NBTZjMC10","ROAD TO 50 MILLION 

Surprise! Tomorrow, 4/13 @ 7 PM KST, we will be having a streaming party to help #DOYOUNG ach https://t.co/HYuFKnpi2m","Cover | Doyoung - Falling has surpassed 2M views on Youtube!

 https://t.co/QqIfGgvV4u

#DOYOUNG # https://t.co/tNebpzhjRd","DOYOUNG 2nd SOLO ONLINE CONCERT: Your Heart My Heart 2.0

Thank u for all the love &amp; appreciation to Doyoung 
Indonesia trends No.6 &amp; 7
Total listeners 64,406
Sold 13,717 tickets

Lets keep supporting Doyoung 

#DOYOUNG 
#YourHeartMyHeart2 #DoyoungOnlineConcert https://t.co/sidHyntP3e","[OFFICIAL] 210413 #DOYOUNG Instagram Update 

""camera film ""

https://t.co/1iHsgJgTn8

#NCT #NCT127 https://t.co/7QKRHA2G2X","Starting today (or tomorrow based on wherever in the region youre located), Cafe Midnight will be released on thes https://t.co/02TKnN8YM5","[OFFICIAL] 210417 #DOYOUNG Instagram Update 

&amp; Malam

https://t.co/JoSBUEH3t8

#NCT #NCT127 
@nctyzenbase @nctyzenbase_ 
 https://t.co/MJtNZEIK7V",[210413] Doyoung for W KOREA May 2021 Issue with Gongmyung #DOYOUNG # https://t.co/QST5tiD0JB,"DOYOUNG MUSICAL ACTOR 
#NCT # #DOYOUNG
@NCTsmtown_127",282.4,"Kim Dong-young, best known in the music career by his stage name Doyoung, is a South Korean singer and presenter."
#marshelicopter,Congrats to NASAs Ingenuity #MarsHelicopter for making history when it first became airborne at 3:34 a.m. ET on Mo https://t.co/1yFhQ6vSaf,Congrats to the entire @NASAPersevere and Ingenuity team @NASAJPL on this historic milestone! As a helicopter pilot https://t.co/hxy8lopJBI,"Um pequeno passo para o homem, mas um grande salto para a humanidade"" Neil Armstrong. Dia histórico!! https://t.co/JZnVfnhIaS",Success! First powered flight on another planet!! #MarsHelicopter https://t.co/Vqzj0Pw3sf,Congratulations to all the men &amp; women at @NASA on todays historic achievement! #MarsHelicopter https://t.co/bKtKVznXNv,#MarsHelicopterin ilk test uçuu #Perseverancein Mastcam-Z adl kamerasndan helikoptere 63 metre uzaklktaki (1 m yükseltideki) van Zyl noktasndan izlendi.  Çok büyük riskler vard ama neticede beklendii gibi geçti. Harika  https://t.co/wn4OEemwMh,"Dreams of Ingenuity 
(Unfired)
#MarsHelicopter #ingenuityhelicopter https://t.co/OYB8ZDtmE4","Primer vuelo propulsado:
17 de diciembre de 1903 en la Tierra
19 de abril de 2021 en Marte
#Marte #Ingenuity https://t.co/CP87rJ6Ydb","Our new favorite activity: Ripping up contingency plans! 
#MarsHelicopter @NASAPersevere https://t.co/oGcfhAxYZL https://t.co/H15UwM8tdh","MOMENTO HISTÓRICO: Primeiro voo controlado na superfície de outro planeta! O #MarsHelicopter Ingenuity decolou, pai https://t.co/tmtjuN4AEF","DARE MIGHTY THINGS

#MarsHelicopter
#MondayMotivation https://t.co/5wYNovOYhT",Ever dream of going to Mars? Your code may have done just that. Check out how open source contributors helped the https://t.co/MriXYuHaFK,The Mars Perseverance rover carried Ingenuity in its body all the way from Earth for more than 8 months before gent https://t.co/nfBDuqQ00c,Epic moment in planetary exploration. #nasa #ingenuityhelicopter #MarsHelicopter #Mars https://t.co/3qPj5yFRZf,"We just flew. ON MARS!!!
#MarsHelicopter https://t.co/YjxAU8kIjy","Ha llegado el video completo del #Ingenuity!

@NASA @NASAPersevere @NASAJPL #MarsHelicopter https://t.co/mCogDek2my","If America can build and fly a #MarsHelicopter, we can build real #GunReform to #EndGunViolence. 
All we need is th https://t.co/K22a7hFOla",".  @NASA    #MarsHelicopter! ,       https://t.co/kcwNL4czCB",Congratulations to NASA and the Ingenuity team on an incredible Wright brothers moment! #MarsHelicopter https://t.co/hYVJ8qVPen,"California innovation powers the world and BEYOND.

The #MarsHelicopter, Ingenuity, made history today as the first https://t.co/FEkthrPgg3",795.55,#marshelicopter
#GEICO500,"Just caught a glimpse of Joey Gase's beautiful #28 Davey Allison throwback in the lead draft. Get that thing some TV time!

#NASCAR | #GEICO500",Watch as @MartinTruex_Jr and @dennyhamlin come together leading to this multi-car accident on Lap 119. #GEICO500 https://t.co/2zucJzSCiA,"Brad @keselowski WINS the #GEICO500! 

@Team_Penske | @NASCAR https://t.co/zIcsnoAd7p","Growing up, @TALLADEGA was my favorite track to watch.  The strategy, the risk, the opportunity.  The ability for t https://t.co/7R7fjdrPqm","Two #GEICO500 stages, two first-time #NASCAR Cup Series stage winners.

@BubbaWallace gets the first-ever stage victory for @23XIRacing in stage two. https://t.co/Zhwo5qHlOx","THIS IS TALLADEGA AND THIS IS YOUR #GEICO500 WINNER  

Congratulations @keselowski!

@NASCAR | @Team_Penske https://t.co/OrnlyWdSxs","Stage 2? We got you! Your Stage 2 winner is @BubbaWallace!

#GEICO500 | @NASCAR https://t.co/OE96Sf6Ub0","Dont blink 

#GEICO500 | @NASCAR 

 https://t.co/iLgo5RL5Kn","Not sure if you can blame Ricky Stenhouse there. EVERYONE was bumper to bumper, and I'm sure Hamlin wanted Stenhouse to go with him there. Just hit in a bad spot at the fastest point on track. 

#NASCAR | #GEICO500","OVERTIME IN THE #GEICO500! 

@MATTDRACING IS YOUR LEADER!","Im ready. Are you?

#NASCAR #TALLADEGA #GEICO500 https://t.co/JU6lp6PJFB","Attaway, Bubba
#NASCAR #GEICO500","Oooooooweeeeeee my chest was a thumpin 
#NASCAR | #GEICO500","Enjoy this racing folks! One big wreck and we're gonna see the train the rest of the way.

#NASCAR | #GEICO500",Hes extremely prepared for those superspeedway races. The most challenging driver to race against in the https://t.co/B8LTlqgV4o,"6 at @TALLADEGA.

@keselowski wins the #GEICO500 in overtime for his 6th career win at 'Dega! https://t.co/RpE1P5aziP","Y'know, I wish more people would talk about this. 

NASCAR Raceview was incredible, and it's a damn shame we don't https://t.co/qMUYV1UaDm",#NASCAR | The all-electric @FordMustang Mach-E is poised on the grid and ready to bring the field to the green flag https://t.co/cLl1110oY0,".@keselowski crosses the line first at @TALLADEGA!  Way to go, @Team_Penske, Roger and @TimCindric, @FordPerformance, and @roushyates. Always great to win here. #NASCAR #GEICO500 https://t.co/ELtY7a2Brw",Pretty impressive first 13 laps for Bubba Wallace. Worst to first. Guess kicking the grass during pre-race was the https://t.co/t8YTzHo4XE,225.8,Stock car racing that happened in 25 April 2021
